"name","brewery_type","address","address2","phone","website","pull_date"
"Brewery in Planning - East Rochester, NY","Type: Planning"," ","East Rochester, NY 14445",NA,NA,2018-10-30
"Brewery In Planning - Elk Grove","Type: Planning"," ","Elk Grove, CA 95624-6066",NA,NA,2018-10-30
"Brewery in Planning - Elkhart, IN","Type: Planning"," ","Elkhart, IN 46516","Phone: (970) 597-9865","sty.stedman@hotmail.com",2018-10-30
"Brewery in Planning - Erie","Type: Planning"," ","Erie, PA 16505-4202",NA,NA,2018-10-30
"Brewery in Planning - Escondido, CA","Type: Planning"," ",",  ","Phone: (434) 575-2800",NA,2018-10-30
"Brewery in Planning - Eugene","Type: Planning"," ","Eugene, OR 97401-5318",NA,NA,2018-10-30
"Brewery In Planning - Fairfax","Type: Planning"," ","Fairfax, VA 22030",NA,NA,2018-10-30
"Brewery In Planning - Fayetteville","Type: Planning"," ","Fayetteville, NC 28303-4660",NA,NA,2018-10-30
"Brewery in Planning - Fayetteville","Type: Planning"," ","Fayetteville, GA 30215-4628","Phone: (404) 452-9306",NA,2018-10-30
"Brewery In Planning - Fennville","Type: Planning"," ","Fennville, MI 49408-8413","Phone: (269) 561-2396","www.fennvalley.com",2018-10-30
"Brewery in Planning - Florence, OR","Type: Planning"," ","Florence, OR 97439-8708","Phone: (541) 999-3109",NA,2018-10-30
"Brewery in Planning - Flossmoor, IL","Type: Planning"," ",",  ","Phone: (708) 655-7779",NA,2018-10-30
"Brewery in Planning - Forest Hill, MD","Type: Planning"," ",",  ","Phone: (443) 567-2219",NA,2018-10-30
"Brewery in Planning - Fort Laurderdale, FL","Type: Planning"," ","Fort Laurderdale, FL 33312","Phone: (954) 756-0724","www.uatteam.com",2018-10-30
"Brewery in Planning - Fort Mill, SC","Type: Planning"," ",",  ","Phone: (847) 606-0699",NA,2018-10-30
"Brewery in Planning - Fort Morgan, CO","Type: Planning"," ","Fort Morgan, Colorado 80701",NA,NA,2018-10-30
"Brewery In Planning - Fort Worth","Type: Planning"," ","Fort Worth, TX 76116",NA,NA,2018-10-30
"Brewery In Planning - FPO","Type: Planning"," ","Lemon Grove, CA 91945",NA,NA,2018-10-30
"Brewery in Planning - Franklin","Type: Planning"," ","Franklin, IN 46131-7078",NA,NA,2018-10-30
"Brewery in Planning - Franklin, MA","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Frederick, MD","Type: Planning"," ",",  ","Phone: (240) 793-2274",NA,2018-10-30
"Brewery in Planning - Fulshear, TX","Type: Planning"," ","Fulshear, TX 77441",NA,NA,2018-10-30
"Brewery in Planning - Gainesville","Type: Planning"," ","Gainesville, FL 32607","Phone: (352) 316-2392",NA,2018-10-30
"Brewery in Planning - Gainesville, VA","Type: Planning"," ",",  ","Phone: (817) 726-1024",NA,2018-10-30
"Brewery In Planning - Germantown","Type: Planning"," ","Germantown, MD 20876-4443",NA,NA,2018-10-30
"Brewery in Planning - Germantown, WI","Type: Planning"," ",",  ","Phone: (414) 243-5593",NA,2018-10-30
"Brewery in Planning - GIBSONIA, PA","Type: Planning"," ","GIBSONIA, PA 15044","Phone: (724) 910-1619",NA,2018-10-30
"Brewery In Planning - Gilette","Type: Planning"," ","Gillette, WY 82718-7246","Phone: (307) 689-1393",NA,2018-10-30
"Brewery in Planning - Glen Burnie , MD","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Glencoe, MN","Type: Planning"," ",",  ","Phone: (651) 587-3931",NA,2018-10-30
"Brewery In Planning - Gordonsville, VA","Type: Planning"," ","Gordonsville, VA ","Phone: (540) 353-0183",NA,2018-10-30
"Brewery in Planning - Grants Pass, OR","Type: Planning"," ",",  ",NA,"www.aleslagersetc.com",2018-10-30
"Brewery in Planning - Grapevine","Type: Planning"," ","Roanoke, TX 76262","Phone: (619) 947-2423",NA,2018-10-30
"Brewery In Planning - Greeley","Type: Planning"," ","Greeley, CO 80639-0001",NA,NA,2018-10-30
"Brewery in Planning - Greenwich, CT","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Harrisburg, PA","Type: Planning"," ",",  ","Phone: (717) 343-2984",NA,2018-10-30
"Brewery in Planning - Helena","Type: Planning"," ","Helena, MT 59602-0552","Phone: (406) 558-4619","brewingeducation.com",2018-10-30
"Brewery in Planning - Hendersonville","Type: Planning"," ","Wilmington, NC 28403","Phone: (252) 636-3543",NA,2018-10-30
"Brewery in Planning - Hermitage, TN","Type: Planning"," ",",  ","Phone: (678) 480-1068",NA,2018-10-30
"Brewery in Planning - Herndon, VA","Type: Planning"," ",",  ","Phone: (703) 727-0663",NA,2018-10-30
"Brewery in Planning - Hillsdale, NY","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - HOLLY SPRINGS, NC","Type: Planning"," ",",  ","Phone: (919) 525-9123",NA,2018-10-30
"Brewery In Planning - Honolulu HI","Type: Planning"," ","Kailua, HI 96734-4059",NA,NA,2018-10-30
"Brewery in Planning - Houston","Type: Planning"," ","Houston, TX 77084-2723",NA,NA,2018-10-30
"Brewery in Planning - Houston","Type: Planning"," ","Houston, TX 77024-4116","Phone: (281) 748-3017",NA,2018-10-30
"Brewery in Planning - Houston , TX","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Houston, TX","Type: Planning"," ",",  ","Phone: (409) 790-1968",NA,2018-10-30
"Brewery in Planning - Houston, TX","Type: Planning"," ","Houston, TX 77025","Phone: (510) 410-2345",NA,2018-10-30
"Brewery in Planning - HOUSTON, TX","Type: Planning"," ",",  ","Phone: (713) 319-4667",NA,2018-10-30
"Brewery In Planning - Huntersville","Type: Planning"," ","Huntersville, NC 28078-2344",NA,NA,2018-10-30
"Brewery in Planning - Huntington Beach, CA","Type: Planning"," ",",  ","Phone: (714) 625-7605","www.yachtclubbrew.com",2018-10-30
"Brewery in Planning - Indian Land, SC","Type: Planning"," ","Indian Land, SC 29707-9150","Phone: (304) 476-1110",NA,2018-10-30
"Brewery In Planning - Indianapolis","Type: Planning"," ","Indianapolis, IN 46236","Phone: (317) 823-0521",NA,2018-10-30
"Brewery in Planning - Issaquah, WA","Type: Planning"," ",",  ","Phone: (425) 591-6573",NA,2018-10-30
"Brewery in Planning - Istanbul, Kadikoy","Type: Planning"," ",",  ","Phone: 90 (216) 418-6441",NA,2018-10-30
"Brewery In Planning - Itasca","Type: Micro","PO Box 825 ","Itasca, IL 60143-0825 | Map","Phone: (708) 514-6999","http://guncraftbeer.com/",2018-10-30
"Brewery in Planning - Jerome, ID","Type: Planning"," ",",  ","Phone: (208) 404-3176",NA,2018-10-30
"Brewery in Planning - Johns Creek, GA","Type: Planning"," ","Johns Creek, GA 30022","Phone: (678) 793-2162",NA,2018-10-30
"Brewery In Planning - Kahului, HI","Type: Planning"," ","KAHULUI, HI ",NA,NA,2018-10-30
"Brewery in Planning - Kansas city, MO","Type: Planning"," ","Kansas city, MO 64108","Phone: (816) 421-0011",NA,2018-10-30
"Brewery in Planning - Katy","Type: Planning"," ","Katy, TX 77494-4657","Phone: (832) 714-0319",NA,2018-10-30
"Brewery in Planning - Kill Devil Hills, NC","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Kirkwood, MO","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Knoxville","Type: Planning"," ","Knoxville, TN 37919-5140","Phone: (606) 269-6366","www.nextlevelknox.com",2018-10-30
"Brewery in Planning - Knoxville","Type: Planning"," ","Knoxville, TN 37934-4823","Phone: (865) 406-7244","milemarkerzero@tds.net",2018-10-30
"Brewery In Planning - Knoxville","Type: Planning"," ","Knoxville, TN 37923-2025","Phone: (865) 300-9738","roosterssportsbar.com",2018-10-30
"Brewery in Planning - Kunia, HI","Type: Planning"," ","Kunia, HI 96759","Phone: (808) 222-5728",NA,2018-10-30
"Brewery in Planning - La Canada, CA","Type: Planning"," ",",  ","Phone: (626) 497-3919",NA,2018-10-30
"Brewery in Planning - La Puente, CA","Type: Planning"," ",",  ","Phone: (909) 569-3753","www.expressfreelance.com",2018-10-30
"Brewery in Planning - La Selva Beach, CA","Type: Planning"," ",",  ",NA,"www.citadelbrewing.com",2018-10-30
"Brewery in Planning - Lake Delton, WI","Type: Planning"," ",",  ","Phone: (608) 393-7655",NA,2018-10-30
"Brewery In Planning - Las Vegas","Type: Planning"," ","Las Vegas, NV 89144-4473",NA,NA,2018-10-30
"Brewery In Planning - Las Vegas","Type: Planning"," ","Las Vegas, NV 89130-1401",NA,NA,2018-10-30
"Brewery in Planning - Las Vegas, NV","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Las Vegas, NV","Type: Planning"," ","Las Vegas, NV 89144","Phone: (702) 308-3440",NA,2018-10-30
"Brewery In Planning - Lees Summit","Type: Planning"," ","Lees Summit, MO 64081",NA,NA,2018-10-30
"Brewery in Planning - Lexington, KY","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Lima,","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Lima, OH","Type: Planning"," ",",  ","Phone: (419) 236-8290",NA,2018-10-30
"Brewery in Planning - Lockland","Type: Planning"," ","Lockland, OH 45215-4548",NA,NA,2018-10-30
"Brewery In Planning - Lomira, WI","Type: Planning"," ","Lomira, WI ","Phone: (920) 948-1061",NA,2018-10-30
"Brewery in Planning - Long Island City","Type: Planning"," ","Long Island City, NY 11101-5574","Phone: (917) 687-4204",NA,2018-10-30
"Brewery in Planning - Longview, TX","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Los Alamos","Type: Planning"," ","Los Alamos, NM 87547-3829",NA,NA,2018-10-30
"Brewery in Planning - Los Angeles","Type: Planning"," ","Los Angeles, CA 90049-1620","Phone: (310) 779-6045",NA,2018-10-30
"Brewery in Planning - Los Angeles , CA","Type: Planning"," ",",  ","Phone: (360) 670-7878",NA,2018-10-30
"Brewery in Planning - Louisville, KY","Type: Planning"," ",",  ","Phone: (847) 858-4869",NA,2018-10-30
"Brewery in Planning - Loves Park, IL","Type: Planning"," ",",  ","Phone: (815) 222-3681","bigbice21@aol.com",2018-10-30
"Brewery in Planning - Lucan, Co. Dublin","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery In Planning - Lucas","Type: Planning"," ","Allen, TX 75002","Phone: (214) 735-8587",NA,2018-10-30
"Brewery in Planning - Lucinda, PA","Type: Planning"," ",",  ","Phone: (814) 227-8976",NA,2018-10-30
"Brewery in Planning - Macon, GA","Type: Planning"," ",",  ","Phone: (720) 412-7527","www.roundtripbeer.com",2018-10-30
"Brewery in Planning - Maggie Valley, NC","Type: Planning"," ","Maggie Valley, NC 28751-9500","Phone: (828) 926-1717","meadowlarkmotel.com",2018-10-30
"Brewery in Planning - Manhasset, NY","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Marietta, GA","Type: Planning"," ",",  ","Phone: (678) 665-9012",NA,2018-10-30
"Brewery In Planning - Marion","Type: Planning"," ","Marion, VA 24354-2210",NA,NA,2018-10-30
"Brewery in Planning - Mashpee","Type: Planning"," ","Mashpee, MA 02649-2248","Phone: (508) 274-9278","www.karmawheelbrewing.com",2018-10-30
"Brewery in Planning - Mattawan","Type: Planning"," ","Mattawan, MI 49071-9449","Phone: (810) 588-9958",NA,2018-10-30
"Brewery In Planning - Medina","Type: Planning"," ","Long Lake, MN 55356-9675",NA,NA,2018-10-30
"Brewery in Planning - Medina","Type: Planning"," ","Medina, NY 14103-9666",NA,NA,2018-10-30
"Brewery in Planning - Memphis, TN","Type: Planning"," ",",  ","Phone: (501) 858-7427",NA,2018-10-30
"Brewery in Planning - Miami, FL","Type: Planning"," ","Coral Gables, FL 33134",NA,NA,2018-10-30
"Brewery in Planning - MIDLOTHIAN, TX","Type: Planning"," ","Midlothian, TX 76065","Phone: (501) 288-3713",NA,2018-10-30
"Brewery in Planning - Midlothian, VA","Type: Planning"," ",",  ","Phone: (804) 928-1096",NA,2018-10-30
"Brewery in Planning - Midvale, UT","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery In Planning - Milwaukee","Type: Planning"," ","Rutherford, NJ 07070-0895",NA,NA,2018-10-30
"Brewery In Planning - Milwaukee","Type: Planning"," ","Milwaukee, WI 53221","Phone: (262) 993-5568",NA,2018-10-30
"Brewery In Planning - Missoula","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Mobile","Type: Planning"," ","Mobile, AL 36606-1415",NA,NA,2018-10-30
"Brewery in Planning - Morgantown, WV","Type: Planning"," ","Morgantown, WV 26501","Phone: (304) 476-4871","www.BeertopiaWV.com",2018-10-30
"Brewery in Planning - Morisset, NSW","Type: Planning"," ",",  ","Phone: 61 (042) 777-9457",NA,2018-10-30
"Brewery In Planning - Morris Plains, NJ","Type: Planning"," ",",  ","Phone: (973) 865-3863",NA,2018-10-30
"Brewery In Planning - Mounnt Airy","Type: Planning"," ","Mount Airy, MD 21771-8820","Phone: (443) 536-6455",NA,2018-10-30
"Brewery in Planning - Mount sidney, VA","Type: Planning"," ","Mount Sidney, VA 24467",NA,NA,2018-10-30
"Brewery in Planning - Mountain Lakes, NJ","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Mt Juliet","Type: Planning"," ","Mount Juliet, TN 37122-8409",NA,NA,2018-10-30
"Brewery in Planning - Nashville, IL","Type: Planning"," ",",  ","Phone: (618) 599-5490",NA,2018-10-30
"Brewery in Planning - Nashville, TN","Type: Planning"," ",",  ","Phone: (615) 557-7894",NA,2018-10-30
"Brewery In Planning - Natchitoches","Type: Planning"," ","Natchitoches, LA ",NA,NA,2018-10-30
"Brewery in Planning - New Orleans, LA","Type: Planning"," ","New Orleans, LA 70117","Phone: (504) 388-0736",NA,2018-10-30
"Brewery in Planning - New Smyrna Beach, FL","Type: Planning"," ",",  ","Phone: (407) 230-4084",NA,2018-10-30
"Brewery in Planning - New York","Type: Planning"," ","New York, NY TBD",NA,NA,2018-10-30
"Brewery in Planning - Newark","Type: Planning"," ","Newark, OH 43055-6722","Phone: (740) 404-4646",NA,2018-10-30
"Brewery in Planning - Newport News, VA","Type: Planning"," ",",  ","Phone: (843) 408-7145",NA,2018-10-30
"Brewery in Planning - Niceville","Type: Planning"," ","Niceville, FL 32578","Phone: (850) 758-5981",NA,2018-10-30
"Brewery in Planning - NORCROSS, GA","Type: Planning"," ","NORCROSS, GA 30093","Phone: (404) 247-4965",NA,2018-10-30
"Brewery in Planning - Normal, IL","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - North Providence, RI","Type: Planning"," ",",  ","Phone: (401) 855-5253",NA,2018-10-30
"Brewery in Planning - Oakland","Type: Planning"," ","Oakland, CA 94611-5570",NA,NA,2018-10-30
"Brewery in Planning - Oconomowoc, WI","Type: Planning"," ",",  ","Phone: (414) 534-4199",NA,2018-10-30
"Brewery in Planning - Oklahoma City, OK","Type: Planning"," ",",  ","Phone: (405) 595-8902",NA,2018-10-30
"Brewery in Planning - Oklahoma City, OK","Type: Planning"," ",",  ","Phone: (405) 473-2875",NA,2018-10-30
"Brewery in Planning - Oklahoma City, OK","Type: Planning"," ","Oklahoma City, OK 73114-1522","Phone: (214) 797-3282",NA,2018-10-30
"Brewery in Planning - Olivebridge","Type: Planning"," ","Olivebridge, NY 12461-5513","Phone: (914) 261-5265",NA,2018-10-30
"Brewery in Planning - Olympia","Type: Planning"," ","Olympia, WA 98506-3026","Phone: (253) 973-0844",NA,2018-10-30
"Brewery in Planning - Olympia, WA","Type: Planning"," ",",  ","Phone: (360) 485-7738",NA,2018-10-30
"Brewery In Planning - Omaha","Type: Planning"," ","Omaha, NE 68102",NA,NA,2018-10-30
"Brewery in Planning - Orlando, FL","Type: Planning"," ","Orlando, FL 32827",NA,NA,2018-10-30
"Brewery in Planning - Orlando, FL","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Oxford, NJ","Type: Planning"," ",",  ","Phone: (908) 453-2791",NA,2018-10-30
"Brewery in Planning - Pearland, TX","Type: Planning"," ",",  ","Phone: (713) 775-0511",NA,2018-10-30
"Brewery In Planning - Pensacola","Type: Planning"," ","Hilliard, OH 43026-7511",NA,NA,2018-10-30
"Brewery in Planning - Perkasie, PA","Type: Planning"," ",",  ","Phone: (267) 218-5500",NA,2018-10-30
"Brewery In Planning - Petersham","Type: Planning"," ","New Salem, MA 01355",NA,NA,2018-10-30
"Brewery In Planning - Philadelphia","Type: Planning"," ","Philadelphia, PA 19125-2822","Phone: (215) 514-6630",NA,2018-10-30
"Brewery In Planning - Philadelphia","Type: Planning"," ","Southampton, NJ 08088-9062",NA,NA,2018-10-30
"Brewery In Planning - Philadelphia","Type: Planning"," ","Philadelphia, PA ",NA,NA,2018-10-30
"Brewery in Planning - Philadelphia","Type: Planning"," ","Philadelphia, PA 19148-",NA,"www.cartesianbrewing.com",2018-10-30
"Brewery in Planning - Philadelphia, PA","Type: Planning"," ",",  ","Phone: (609) 231-5576",NA,2018-10-30
"Brewery in Planning - Philipsburg,","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery In Planning - Piedmont","Type: Planning"," ","Piedmont, SD 57769-7145",NA,NA,2018-10-30
"Brewery in Planning - Pine Island, NY","Type: Planning"," ","Pine Island, NY 10969","Phone: (845) 649-7791",NA,2018-10-30
"Brewery in Planning - Pittsboro, NC","Type: Planning"," ",",  ","Phone: (919) 602-7636","bigbeergeek@gmail.com",2018-10-30
"Brewery in Planning - Plaistow, NH","Type: Planning"," ",",  ","Phone: (978) 852-9334",NA,2018-10-30
"Brewery in Planning - Plano","Type: Planning"," ","Plano, TX 75023-6320",NA,NA,2018-10-30
"Brewery in Planning - plano, TX","Type: Planning"," ",",  ","Phone: (214) 924-8153",NA,2018-10-30
"Brewery in Planning - Plano, TX","Type: Planning"," ",",  ","Phone: (214) 577-3151",NA,2018-10-30
"Brewery in Planning - Pleasant Hill, CA","Type: Planning"," ",",  ","Phone: (530) 306-2749",NA,2018-10-30
"Brewery in Planning - Plymouth","Type: Planning"," ","Plymouth, MI 48170-5738","Phone: (313) 909-0179",NA,2018-10-30
"Brewery In Planning - Point Lookout","Type: Planning"," ","Point Lookout, NY 11569","Phone: (516) 780-3556",NA,2018-10-30
"Brewery In Planning - Portland","Type: Planning"," ","Portland, OR 97213",NA,NA,2018-10-30
"Brewery in Planning - Portland","Type: Planning"," ","New Gloucester, ME 04260-4228",NA,NA,2018-10-30
"Brewery in Planning - Portsmouth, NH","Type: Planning"," ","Portsmouth, NH 03801",NA,"backhillbeer.com",2018-10-30
"Brewery in Planning - Pottsboro, TX","Type: Planning"," ","Pottsboro, TX 75076",NA,NA,2018-10-30
"Brewery in Planning - Poughkeepsie, NY","Type: Planning"," ",",  ","Phone: (845) 309-4300",NA,2018-10-30
"Brewery in Planning - Prior Lake, MN","Type: Planning"," ",",  ","Phone: (612) 790-6750",NA,2018-10-30
"Brewery in Planning - Quincy, IL","Type: Planning"," ",",  ","Phone: (217) 617-0441",NA,2018-10-30
"Brewery In Planning - Raleigh","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - RAMSEY, MN","Type: Planning"," ",",  ","Phone: (952) 484-5448",NA,2018-10-30
"Brewery in Planning - Rancho Cucamonga","Type: Planning"," ","Rancho Cucamonga, CA 91737-2461","Phone: (909) 476-6934",NA,2018-10-30
"Brewery in Planning - Rancho Cucamonga","Type: Planning"," ","Rancho Cucamonga, CA 91730-5410","Phone: (909) 466-1555","www.penwal.com",2018-10-30
"Brewery in Planning - REHOBOTH","Type: Planning"," ","Rehoboth Beach, DE 19971-0049","Phone: (352) 562-5449","www.sodelconcepts.com",2018-10-30
"Brewery in Planning - Renton, WA","Type: Planning"," ","Renton, WA 98057-5111","Phone: (206) 310-2055",NA,2018-10-30
"Brewery in Planning - Richmond","Type: Planning"," ","Richmond, VA 23226-3821","Phone: (276) 920-1796",NA,2018-10-30
"Brewery in Planning - Ridgeland, SC","Type: Planning"," ","Ridgeland, SC 29936-8284",NA,NA,2018-10-30
"Brewery in Planning - RIVERSIDE","Type: Planning"," ","Riverside, IL 60546-2336",NA,NA,2018-10-30
"Brewery in Planning - Riverton, WY","Type: Planning"," ","Riverton, WY 82501","Phone: (307) 709-0570",NA,2018-10-30
"Brewery In Planning - Roanoke, VA.","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Rome, GA","Type: Planning"," ",",  ","Phone: (678) 447-4084",NA,2018-10-30
"Brewery in Planning - Roseburg, OR","Type: Planning"," ","Roseburg, OR 97470","Phone: (541) 673-1769",NA,2018-10-30
"Brewery in Planning - Round Rock, TX","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Saint Andrews, NB","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - SAINT CLAIR, MO","Type: Planning"," ",",  ","Phone: (636) 358-8981",NA,2018-10-30
"Brewery in Planning - Saint Clairsville , OH","Type: Planning"," ",",  ",NA,NA,2018-10-30
