"full_string","pull_date"
"
						Brick and Barrel1844 Columbus Rd Cleveland, OH 44113-2412 | MapPhone: (503) 927-0629Type: Microwww.brickandbarrelbrewing.com",2018-08-20
"
						Brick and Feather Brewery78 11th St Turners Falls, MA 01376-1020 | MapPhone: (413) 863-2574Type: Microwww.brickandfeatherbrewery.com",2018-08-20
"
						Brick House Brewery and Restaurant67 W Main St Patchogue, NY 11772-3001 | MapPhone: (631) 447-2337Type: Brewpubwww.brickhousebrewery.com",2018-08-20
"
						Brick Oven Pizza Co / Brick & Forge Brewing2410 Linwood Dr Paragould, AR 72450-6122 | MapPhone: (870) 236-4200Type: Brewpubwww.brickovenpizzacompany.com",2018-08-20
"
						Brick Oven Pizza Co / Brick & Forge Brewing814 US-62 Harrison, AR 72601 | MapPhone: (870) 236-4200Type: BrewpubGreater than 25% ownership by Brick Oven Pizza Co / Brick & Forge Brewing, which is a craft brewer.",2018-08-20
"
						Brick Oven Pizza Co/ Brick & Forge Brewing4714 S 14th St Abilene, TX 79605-4733 | MapPhone: (870) 236-4200Type: BrewpubGreater than 25% ownership by Brick Oven Pizza Co / Brick & Forge Brewing, which is a craft brewer.",2018-08-20
"
						Brick Vault Brewery & BBQ102 NW 1st St Highway 90W Marathon, TX 79842 | MapPhone: (432) 386-4205Type: Brewpubwww.gagehotel.com",2018-08-20
"
						Brick Works Brewing and Eats230 S Dupont Blvd Smyrna, DE 19977-1573 | MapPhone: (302) 508-2523Type: Brewpubwww.brickworksde.com",2018-08-20
"
						Brickfield Brewing Grantsburg, WI 54840Phone: (715) 463-1900Type: Planningwww.brickfieldbrewing.com",2018-08-20
"
						BrickHaven Brewing Company200 E Jefferson St Grand Ledge, MI 48837-1537 | MapPhone: (517) 925-1319Type: Micro",2018-08-20
"
						Brickside Brewery64 Gratiot Street Copper Harbor, MI 49918 | MapPhone: (906) 289-4772Type: Microwww.bricksidebrewery.com",2018-08-20
"
						BrickStone Brewery572 Brewery Ln Bourbonnais, IL 60914-2196 | MapPhone: (815) 936-9277Type: Micro",2018-08-20
"
						BrickStone Brewery Brewpub557 William Latham Dr Bourbonnais, IL 60914-2319 | MapPhone: (815) 936-9277Type: Brewpubwww.brickstonebrewery.comGreater than 25% ownership by BrickStone Brewery, which is a craft brewer.",2018-08-20
"
						Bricktown Brewery1 N Oklahoma Ave Oklahoma City, OK 73104-2413 | MapPhone: (405) 232-2739Type: Brewpubwww.bricktownbrewery.com",2018-08-20
"
						Bricktown Brewery Oklahoma City, OK 73109-6712Type: PlanningGreater than 25% ownership by Bricktown Brewery, which is a craft brewer.",2018-08-20
"
						Bricktowne Brewing Co111 E 8th St Medford, OR 97501-7201 | MapPhone: (541) 973-2377Type: Brewpubwww.bricktownebeer.com",2018-08-20
"
						BrickTree Brewing Co. ,  Phone: (980) 785-4970Type: Planningwww.bricktreebrewing.com",2018-08-20
"
						Brickway Brewery and Distillery1116 Jackson St Omaha, NE 68102-2825 | MapPhone: (402) 933-2613Type: Microwww.drinkbrickway.com",2018-08-20
"
						Brickyard Brewing Company436 Center St Lewiston, NY 14092-1604 | MapPhone: (716) 754-7227Type: Brewpubwww.brickyardbrewingcompany.com",2018-08-20
"
						Brickyard Hollow Brewing Co236 Main St Yarmouth, ME 04096 | MapPhone: (207) 847-0411Type: Brewpubwww.brickyardhollow.com",2018-08-20
"
						Bridal Veil Brewing5040 Ca-140 Ste C Mariposa, CA 95338 | MapPhone: (209) 966-7837Type: Microwww.facebook.com/Bridal-Veil-Brewing-114925729113371",2018-08-20
"
						Bridge 99 Brewery63063 Layton Ave Bend, OR 97701-7087 | MapPhone: (541) 280-1690Type: Micro",2018-08-20
"
						Bridge And Tunnel Brewery15-35 Decatur St Ridgewood, NY 11385-5818 | MapPhone: (347) 392-8593Type: Microwww.bridgeandtunnelbrewery.com",2018-08-20
"
						Bridge Brew Works335 Nick Rahall Greenway Fayetteville, WV 25840-1617 | MapPhone: (304) 282-2201Type: Microwww.bridgebrewworks.com",2018-08-20
"
						Bridge Street Brew Works ,  Type: Planning",2018-08-20
"
						BridgePort Brewing Co1318 NW Northrup St Portland, OR 97209-2808 | MapPhone: (503) 241-7179Type: Regionalwww.bridgeportbrew.comGreater than 25% ownership by Gambrinus Company, which is a craft brewer.",2018-08-20
"
						Bridger Brewing Company1609 S 11th Ave Bozeman, MT 59715-5466 | MapPhone: (406) 587-2124Type: Brewpubwww.bridgerbrewing.com",2018-08-20
"
						Brieux Carre Brewing Company2115 Decatur St New Orleans, LA 70116 | MapPhone: (504) 304-4242Type: Microwww.brieuxcarre.com",2018-08-20
"
						Brigadoon Brewery & Brew School4808 Fairmont Pkwy Ste 112 Pasadena, TX 77505-3722 | MapPhone: (936) 894-0425Type: Microwww.brigadoonbrewery.com",2018-08-20
"
						Bright Ideas Brewing111 Mass Moca Way North Adams, MA 01247-2411 | MapPhone: (413) 346-4460Type: Microwww.brightideasbrewing.com",2018-08-20
"
						Bright Light Brewing Company444 W Russel St Ste 102 Fayetteville, NC 28301 | MapPhone: (910) 339-0464Type: Micro",2018-08-20
"
						Bright Penny Brewing Company309 W Graham St Mebane, NC 27302-2311 | MapType: Contractwww.brightpennybrewing.com",2018-08-20
"
						Brighter Day's Brewing Company New Port Richey, FL 34655-3717Phone: (727) 224-2027Type: Planningwww.brighterdaysbeer.com",2018-08-20
"
						Brightside Aleworks480 Center Pl Altoona, IA 50009 | MapPhone: (515) 967-9989Type: Microwww.brightsidealeworks.com",2018-08-20
"
						Brim Kitchen and Brewery3941 Erie St Willoughby, OH 44094-7704 | MapPhone: (440) 206-8183Type: Brewpubwww.brimbrewery.com",2018-08-20
"
						Brindle Haus Brewing Company377 S Union St Spencerport, NY 14559-1970 | MapPhone: (585) 507-6665Type: Microwww.brindlehausbrewing.com",2018-08-20
"
						Brink Brewing Company5905 Hamilton Ave Cincinnati, OH 45224-3045 | MapPhone: (513) 882-3334Type: Microwww.brinkbrewing.com",2018-08-20
"
						Brinx Jones Brewery613 E Landis Ave Vineland, NJ 08360 | MapPhone: (856) 405-6993Type: Microwww.brinxjones.com",2018-08-20
"
						Brioux City Brewery1306 Court St Sioux City, IA 51105 | MapPhone: (712) 277-9568Type: Microwww.briouxcitybrewery.com",2018-08-20
"
						Bristol Brewing Co1604 S Cascade Ave Colorado Springs, CO 80905-2237 | MapPhone: (719) 633-2555Type: Microwww.bristolbrewing.com",2018-08-20
"
						Bristol Restaurant LLC ,  Phone: (276) 628-2577Type: Planning",2018-08-20
"
						Bristol Station Brews & Taproom41 Piedmont Ave Bristol, VA 24201-4160 | MapPhone: (276) 608-1220Type: Microwww.bristolbrew.com",2018-08-20
"
						Brite Eyes Brewing Co1156 S Burdick St Kalamazoo, MI 49001-2741 | MapPhone: (269) 220-5001Type: Brewpub",2018-08-20
"
						British Bulldog Brewery14540 Camaren Park Dr Chico, CA 95973-8835 | MapPhone: (530) 892-8759Type: Microwww.britishbulldogbrewery.com",2018-08-20
"
						Brix City Brewing4 Alsan Way Little Ferry, NJ 07643-1001 | MapPhone: (201) 440-0865Type: Microwww.brixcitybrewing.com",2018-08-20
"
						Brix Taphouse and Brewery813 8th St Greeley, CO 80631-3911 | MapPhone: (970) 397-6146Type: Brewpubwww.brixtaphouseandbrewery.com",2018-08-20
"
						Brixton Brewing165 Brighton Ave Rochester, PA 15074-2203 | MapPhone: (724) 728-2227Type: Brewpubwww.brixtonbrewing.com",2018-08-20
"
						Broad Brook Brewing Company915 South St Suffield, CT 06078 | MapPhone: (860) 623-1000Type: Microwww.broadbrookbrewing.com",2018-08-20
"
						Broad Leaf Farm Brewery South Glastonbury, CT 06073-2017Phone: (215) 805-7228Type: Planning",2018-08-20
"
						Broad Ripple Brewing Co842 E 65th St Indianapolis, IN 46220-1674 | MapPhone: (317) 253-2739Type: Brewpub",2018-08-20
"
						Broadway Brewery816 E Broadway Ste B Columbia, MO 65201-4898 | MapPhone: (573) 443-5054Type: Brewpubwww.broadwaybrewery.com",2018-08-20
"
						Brocklebank Craft Brewing357 Dickerman Hill Rd Chelsea, VT 05038-9098 | MapPhone: (802) 685-4838Type: Microwww.brocklebankvt.com",2018-08-20
"
						Broken Arrow Brewing Co.333 W Dallas St Broken Arrow, OK 74012-4026 | MapPhone: (918) 286-8101Type: Microwww.brokenarrowbrewingco.com",2018-08-20
"
						Broken Bat Brewing Company, LLC231 E Buffalo St Lowr UNIT Milwaukee, WI 53202-5727 | MapPhone: (414) 316-9197Type: Microwww.brokenbatbrewery.com",2018-08-20
"
						Broken Boundary Brewery Honolulu, HI 96817Phone: (808) 834-2739Type: Planning",2018-08-20
"
						Broken Bow Brewery173 Marbledale Rd Tuckahoe, NY 10707-3117 | MapPhone: (914) 268-0900Type: Microwww.brokenbowbrewery.com",2018-08-20
"
						Broken Cauldron Taproom and Brewery1012 W Church St Orlando, FL 32805-2216 | MapPhone: (407) 986-1012Type: Microwww.brokencauldrontaproom.com",2018-08-20
"
						Broken Chair Brewery424 East Penn Ave West Reading, PA 19611-1130 | MapPhone: (484) 866-3948Type: Microwww.brokenchairbrewery.com",2018-08-20
"
						Broken Clock Brewing Cooperative3134 California St NE Ste 122 Minneapolis, MN 55418-1789 | MapPhone: (970) 333-0135Type: Microwww.brokenclockbrew.com",2018-08-20
"
						Broken Coat Brewing Lake Worth, FL 33467-1002Type: Planning",2018-08-20
"
						Broken Compass Brewing68 Continental Ct Unit B-12 Breckenridge, CO 80424-8515 | MapPhone: (541) 905-3016Type: Microwww.brokencompassbrewing.com",2018-08-20
"
						Broken Gate Brewing Baltimore, MD 21230-4464Phone: (310) 345-3570Type: Planning",2018-08-20
"
						Broken Goblet Brewing1500 Grundy Ln Bldg 1 Bristol, PA 19007-1521 | MapPhone: (267) 812-5653Type: Brewpubwww.brokengoblet.com",2018-08-20
"
						Broken Horn Brewing Company201 S Mission St McCall, ID 83638- | MapPhone: (208) 315-5772Type: Microwww.brokenhornbrewing.com",2018-08-20
"
						Broken Plow Brewery4731 W 10th St Unit G Greeley, CO 80634-2046 | MapPhone: (970) 397-8373Type: Microwww.brokenplowbrewery.com",2018-08-20
"
						Broken Rock Brewery282 Grindstone Rd Bird Creek FarmsPort Austin, MI 48467-9390 | MapPhone: (248) 703-3114Type: Brewpubbirdcreekfarms.com",2018-08-20
"
						Broken Symmetry Gastro Brewery5 Depot Pl Bethel, CT 06801-2507 | MapPhone: (203) 731-1735Type: Brewpub",2018-08-20
"
						Broken Tooth Brewing Co2021 Spar Ave Anchorage, AK 99501-1815 | MapPhone: (907) 278-4999Type: Brewpub",2018-08-20
"
						Broken Trail Brewery & Distillery2921 Stanford Dr NE Albuquerque, NM 87107-1813 | MapPhone: (505) 221-6281Type: Microwww.brokentrailspirits.com",2018-08-20
"
						Broken Wheel Brewery109 Tunica Dr E Marksville, LA 71351-3005 | MapPhone: (318) 253-6543Type: Brewpub",2018-08-20
"
						Brokerage Brewing Company2516 Covington St West Lafayette, IN 47906-1404 | MapPhone: (765) 233-2767Type: Microwww.brokeragebrewing.com",2018-08-20
"
						Bron Yr Aur Brewing12160 US Highway 12 Naches, WA 98937-9222 | MapPhone: (509) 653-1109Type: Brewpub",2018-08-20
"
						Bronze Owl Brewing506 Vine St Poplar Bluff, MO 63901-7331 | MapPhone: 573-840-5202Type: Brewpubwww.bronzeowlbrewing.com",2018-08-20
"
						Brookeville Beer Farm20315 Georgia Ave Brookeville, MD 20833-1711 | MapPhone: (301) 260-1000Type: Microwww.brookevillebeerfarm.com",2018-08-20
"
						Brooklyn Brewery79 N 11th St #1 Brewers RowBrooklyn, NY 11249-1913 | MapPhone: (718) 486-7422Type: Regionalwww.brooklynbrewery.com",2018-08-20
"
						Brooks Brewery / Northside Lounge100 Brooks Blvd Manville , NJ 08835 | MapPhone: (908) 722-7712Type: Brewpubwww.northsidelounge.com",2018-08-20
"
						Brooks Brewing52033 Van Dyke Shelby Charter Township, MI 48316 | MapPhone: (586) 884-4741Type: Microwww.bbrewing.com",2018-08-20
"
						Broomtail Craft Brewery6404 Amsterdam Way Ste 100 Wilmington, NC 28405-2563 | MapPhone: (910) 264-1369Type: Microwww.broomtailcraftbrewery.com",2018-08-20
"
						Brother Ass Brewing11700 NE 54th Ct Vancouver, WA 98686-4589 | MapPhone: (360) 607-3275Type: Microwww.brotherassbrewing.com",2018-08-20
"
						Brother Joseph's Brewing Company Missoula, MT Phone: (435) 232-5781Type: Planningwww.xcmdt.com",2018-08-20
"
						Brothers Cascadia Brewing9811 NE 15th Ave Vancouver, WA 98665-9102 | MapPhone: (360) 718-8927Type: Microwww.brotherscascadiabrewing.com",2018-08-20
"
						Brothers Craft Brewing800 N Main St Harrisonburg, VA 22802-4625 | MapPhone: (540) 421-6599Type: Microwww.brotherscraftbrewing.com",2018-08-20
"
						Brothers Kershner Brewing Co4119 W Skippack Pike Schwenksville, PA 19473 | MapPhone: (610) 222-2739Type: Microwww.brotherskershner.com",2018-08-20
"
						Brotherton Brewing Company340 Forked Neck Rd Shamong, NJ 08088 | MapPhone: (609) 801-2686Type: Microwww.brothertonbrewing.com",2018-08-20
"
						Brotherwell Brewing400 E Bridge St Waco, TX 76704-2505 | MapPhone: (214) 763-8755Type: Micro",2018-08-20
"
						Brouwerij Cursus Keme52 MULVANEY ST Asheville, NC 28803-1404 | MapType: Brewpub",2018-08-20
"
						Brouwerij Les Deplorables19812 163rd Ave NE Woodinville, WA 98072-7027 | MapPhone: (206) 790-2496Type: Micro",2018-08-20
"
						Brouwerij West110 E 22nd St San Pedro, CA 90731-7202 | MapPhone: (310) 833-9330Type: Microwww.brouwerijwest.com",2018-08-20
"
						Brown Iron Brewhouse57695 Van Dyke Rd Washington, MI 48094-2879 | MapPhone: 586697330Type: Brewpubwww.browniron.com",2018-08-20
"
						Brown Truck Brewery1234 N Main St High Point, NC 27262-3118 | MapPhone: (336) 886-1234Type: Microwww.browntruckbrewery.com",2018-08-20
"
						Brown's Brewing Co50 Factory Hill Rd North Hoosick, NY 12133 | MapPhone: (518) 273-2337Type: Brewpubwww.brownsbrewing.comGreater than 25% ownership by Brown's Brewing Co, which is a craft brewer.",2018-08-20
"
						Brown's Brewing Co417 River St Troy, NY 12180-2822 | MapPhone: (518) 365-4846Type: Brewpubwww.brownsbrewing.com",2018-08-20
"
						BRU Handbuilt Ales and Eats5290 Arapahoe Ave Boulder, CO 80303-1269 | MapPhone: (720) 638-5193Type: Brewpubwww.bruboulder.com",2018-08-20
"
						Bruehol Brewing LLC4828 E 2nd St Benicia, CA 94510-1023 | MapPhone: (707) 327-6768Type: Proprietorwww.bruehol.com",2018-08-20
"
						Brueprint Brewing Company LLC1229 Perry Rd Ste 101 Apex, NC 27502-6898 | MapPhone: (919) 971-8846Type: Microwww.brueprint.com",2018-08-20
"
						Bruery Terreux1174 N Grove St Anaheim, CA 92806-2129 | MapPhone: (714) 996-6258Type: Microwww.thebruery.comGreater than 25% ownership by Bruery, The, which is a craft brewer.",2018-08-20
"
						Bruery, The717 Dunn Way Placentia, CA 92870-6806 | MapPhone: (714) 996-6258Type: Microwww.thebruery.com",2018-08-20
"
						Brues Alehouse Brewing Company120 Riverwalk Place Pueblo, CO 81003 | MapPhone: (719) 924-9670Type: Brewpubwww.bruesalehouse.com",2018-08-20
"
						Brugge Brasserie1011A E Westfield Blvd Indianapolis, IN 46220- | MapPhone: (317) 255-0978Type: Brewpubwww.bruggebrasserie.com",2018-08-20
"
						BruRm At Bar254 Crown St New Haven, CT 06511-6610 | MapPhone: (203) 495-8924Type: Brewpubwww.barnightclub.com",2018-08-20
"
						Brush Creek Brewing Company102 N Main St Atkinson, NE 68713-4946 | MapPhone: (402) 925-2629Type: Brewpub",2018-08-20
"
						Brutopia Brewery and Kitchen505 Atwood Ave Cranston, RI 02920-5327 | MapPhone: (401) 464-8877Type: Brewpubwww.brutopiabrewery.com",2018-08-20
"
						Bruz Beers1675 W 67th Ave Ste 100 Denver, CO 80221-2595 | MapPhone: (303) 650-2337Type: Microwww.bruzbeers.com",2018-08-20
"
						BS Brew Works Inc. ,  Phone: (615) 473-8329Type: Planningwww.thebsbrewworks.com",2018-08-20
"
						BS Brewing1408 Old Lehmann Rd Seguin, TX 78155-5048 | MapPhone: (830) 660-8124Type: Microwww.bsbrewingtx.com",2018-08-20
"
						Bubba Brew's Brewing Company8091 Airport Rd Bonnerdale, AR 71933-6648 | MapPhone: (870) 356-4001Type: Microwww.bubbabrewsbrewingco.com",2018-08-20
"
						Bubes Brewery102 N Market St Mount Joy, PA 17552-1306 | MapPhone: (717) 653-2056Type: Brewpubwww.bubesbrewery.com",2018-08-20
"
						Buchanan Craft LLC Chicago, IL 60647-9735Phone: (630) 772-2199Type: Planning",2018-08-20
"
						Buck Bald Brewing Corporation Blue Ridge, GA 30513Phone: (770) 316-9971Type: Planningwww.buckbaldbrewing.com",2018-08-20
"
						Buck Hill Brewery and Restaurant45 Route 94 Blairstown, NJ 07825 | MapPhone: (908) 854-5300Type: Brewpubwww.buckhillbrewery.com",2018-08-20
"
						Bucket Brigade Brewery205 N Main St Cape May Court House, NJ 08210-2121 | MapPhone: (609) 778-2641Type: Microwww.bucketbrigadebrewery.com",2018-08-20
"
						Buckeye Beer Engine15315 Madison Ave Lakewood, OH 44107-4020 | MapPhone: (216) 226-2337Type: Brewpubwww.buckeyebeerengine.comGreater than 25% ownership by Buckeye Brewing Co.",2018-08-20
"
						Buckeye Lake Brewery5176 Walnut Rd Buckeye Lake, OH 43008 | MapPhone: (740) 535-6225Type: Micro",2018-08-20
"
						Buckhorn Brewers LLC4229 W Eisenhower Blvd Loveland, CO 80537-9202 | MapPhone: (970) 980-8688Type: Micro",2018-08-20
"
						BuckleDown Brewing8700 47th St Lyons, IL 60534-1626 | MapPhone: (708) 777-1842Type: Microbuckledownbrewing.com",2018-08-20
"
						Buckner's Brewing Co 132 N Main St Cape Girardeau, MO 63701-7309 | MapPhone: (573) 334-4677Type: Brewpubwww.bucknerbrewing.com",2018-08-20
"
						Buck's Brewing Co993 Mount Vernon Rd Newark, OH 43055-4728 | MapPhone: (740) 641-2337Type: Micro",2018-08-20
"
						Bucks County Brewery31 Appletree Ln Pipersville, PA 18947-1083 | MapPhone: (609) 439-2468Type: Microwww.buckscountybrewery.com",2018-08-20
"
						Buffalo Bayou Brewing Co5301 Nolda St Houston, TX 77007-2234 | MapPhone: (713) 750-9795Type: Microwww.buffbrew.com",2018-08-20
"
						Buffalo Bills Brewery1082 B St Hayward, CA 94541-4108 | MapPhone: (510) 886-9823Type: Brewpubwww.buffalobillsbrewery.com",2018-08-20
"
						Buffalo Brewing Co Toppenish, WA 98948-9674Type: Planning",2018-08-20
"
						Buffalo Brewing Company314 Myrtle Ave Buffalo, NY 14204-2058 | MapPhone: (716) 868-2218Type: Microwww.buffalo-brewing-company.com",2018-08-20
"
						Buffalo Brewing Company At The Water Buffalo106 S Rodney Parham Rd Little Rock, AR 72205 | MapPhone: (501) 231-1062Type: Microwww.thewaterbuffalo.comGreater than 25% ownership by The Water Buffalo.",2018-08-20
"
						Buffalo Brewpub6861 Main St Buffalo, NY 14221-5929 | MapPhone: (716) 632-0552Type: Brewpubwww.buffalobrewpub.com",2018-08-20
"
						Buffalo Commons Brewing Company2307 Memorial Hwy Mandan, ND 58554-4624 | MapPhone: (701) 595-2255Type: Microwww.buffalocommonsbeer.com",2018-08-20
