"name","brewery_type","address","address2","phone","website","pull_date","city","state","state_full","HD01_S023","HD02_S023"
"Burn'Em Brewing","Brewpub","718 Freyer Rd","Michigan City, IN 46360-1911","(219) 393-8606","www.burnembrewing.com","2018-09-12","Michigan City","IN","Indiana",4578226,70.6
"Burnin Daylight Brewing Company","Planning","","Lomita, CA 90717","(310) 741-7621","NA","2018-09-12","Lomita","CA","California",26228272,70.4
"Burning Barrel Brewing Company","Micro","11210 Sun Center Dr Ste B","Rancho Cordova, CA 95670","(916) 990-3520","www.burningbarrelbrewco.com","2018-09-12","Rancho Cordova","CA","California",26228272,70.4
"Burning Beard Brewing","Micro","785 Vernon Way","El Cajon, CA 92020-1938","(619) 456-9185","www.burningbeardbrewing.com","2018-09-12","El Cajon","CA","California",26228272,70.4
"Burning Brothers Brewing","Micro","1750 Thomas Ave Ste 2","Saint Paul, MN 55104-2918","(651) 444-8882","burnbrosbrew.com","2018-09-12","Saint Paul","MN","Minnesota",3799982,71.6
"Burning Bush Brewery","Planning","","Wilmette, IL 60091-2703","NA","NA","2018-09-12","Wilmette","IL","Illinois",9154497,71.3
"Burns Family Artisan Ales","Micro","2505 W 2nd Ave Unit 13","Denver, CO 80219-1655","(248) 224-2697","NA","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Burnside Brewing Co","Micro","701 E Burnside St","Portland, OR 97214-1218","(503) 208-3476","www.burnsidebrewco.com","2018-09-12","Portland","OR","Oregon",2806429,73.3
"Burnt City Brewing","Micro","2747 N Lincoln Ave","Chicago, IL 60614-1320","(773) 295-1270","www.burntcitybrewing.com","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Burnt Hickory Brewery","Micro","2260 Moon Station Ct NW Ste 210","Kennesaw, GA 30144-5653","(770) 514-8812","www.burnthickorybrewery.com","2018-09-12","Kennesaw","GA","Georgia",6762553,69.8
"Burnt Timber Brewing","Brewpub","96 Lehner St","Wolfeboro, NH 03894","(603) 630-3605","www.burnttimbertavern.com","2018-09-12","Wolfeboro","NH","New Hampshire",972077,73.8
"Burt Lake Brewery / Seasons of the North Winery","Micro","9090 W M-68 Hwy","Alanson, MI 49706","(231) 548-1280","www.burtlakebrewery.com","2018-09-12","Alanson","MI","Michigan",7085405,71.7
"Burwood Brewing Company","Micro","1120 E St","Walla Walla, WA 99362-9505","(509) 876-6220","www.burwoodbrewing.com","2018-09-12","Walla Walla","WA","Washington",4860559,72.3
"Bury Me Brewing Company","Micro","4224 Cleveland Ave Ste 7","Fort Myers, FL 33901-9051","(239) 332-2337","www.burymebrewing.com","2018-09-12","Fort Myers","FL","Florida",14030290,74.6
"Busted Knuckle Brewery","Micro","303 1st Ave S","Glasgow, MT 59230-2308","(406) 228-2277","NA","2018-09-12","Glasgow","MT","Montana",724590,73.2
"Busted Sandal Brewing Company","Micro","7114 Oaklawn Dr","San Antonio, TX 78229-3021","(210) 872-1486","www.bustedsandalbrewing.com","2018-09-12","San Antonio","TX","Texas",17154807,68.2
"Buster's Brew Pub","Brewpub","Euphrates River Valley Road Bldg P-4350","Fort Drum, NY 13602","(315) 772-1900","www.drummwr.com","2018-09-12","Fort Drum","NY","New York",14187508,73.2
"Butcherknife Brewing Company","Micro","2875 Elk River Rd","Steamboat Springs, CO 80487-5076","(970) 879-2337","www.butcherknifebrewing.com","2018-09-12","Steamboat Springs","CO","Colorado",3595067,71.5
"Butler Brew Works","Brewpub","101 S Main St","Butler, PA 16001-5907","(724) 264-5347","www.butlerbrewworks.com","2018-09-12","Butler","PA","Pennsylvania",9331047,73.5
"Butte Brewing Co","Micro","465 E Galena St","Butte, MT 59701-1928","(406) 299-3953","www.buttebrewing.com","2018-09-12","Butte","MT","Montana",724590,73.2
"Butternuts Beer","Micro","4021 State Highway 51","Garrattsville, NY 13342-1705","(607) 263-5070","www.butternutsbeer.com","2018-09-12","Garrattsville","NY","New York",14187508,73.2
"Button Brew House, LLC","Micro","6800 N Camino Martin Ste 160","Tucson, AZ 85741-2395","(520) 268-8543","www.button.beer","2018-09-12","Tucson","AZ","Arizona",4478620,70.1
"Buttonwoods Brewery","Micro","530 Wellington Ave Ste 22","Cranston, RI 02910-2997","4014612337","www.buttonwoodsbrewery.com","2018-09-12","Cranston","RI","Rhode Island",771272,73.3
"Buzz Bomb Brewing Co","Micro","406 E Adams St","Springfield, IL 62701","(217) 679-4157","www.buzzbombbrewingco.com","2018-09-12","Springfield","IL","Illinois",9154497,71.3
"Buzzards Bay Brewing Co","Micro","98 Horseneck Rd","Westport, MA 02790-1399","(508) 636-2288","www.buzzardsbrew.com","2018-09-12","Westport","MA","Massachusetts",4825238,73.7
"BuzzKill Brewing Company, LLC","Planning","",NA,"(909) 560-5793","buzzkillbrewing.com","2018-09-12",NA,NA,NA,NA,NA
"BW Farm, LLC","Planning","","Owings, MD 20736-9109","(240) 672-7995","NA","2018-09-12","Owings","MD","Maryland",4175913,72.3
"Byers Brewing Company","Planning","","DeKalb, IL 60115-4661","(815) 970-5318","NA","2018-09-12","DeKalb","IL","Illinois",9154497,71.3
"Byway Brewing Company","Brewpub","2825 Carlson Dr","Hammond, IN 46323-1183","(219) 844-5458","www.bywaybrewing.beer","2018-09-12","Hammond","IN","Indiana",4578226,70.6
"C.B. and Potts/Big Horn Brewery - Englewood","Brewpub","6575 Greenwood Plaza Blvd","Englewood, CO 80111-4933","(303) 770-1982","www.cbpotts.com","2018-09-12","Englewood","CO","Colorado",3595067,71.5
"C.B. and Potts/Big Horn Brewery - Highlands Ranch","Brewpub","43 W Centennial Blvd","Highlands Ranch, CO 80129-2323","(720) 344-1200","www.cbpotts.com","2018-09-12","Highlands Ranch","CO","Colorado",3595067,71.5
"C.B. and Potts/Big Horn Brewery - Westminster","Brewpub","1257 W 120th Ave","Westminster, CO 80234-2725","(303) 451-5767","www.cbpotts.com","2018-09-12","Westminster","CO","Colorado",3595067,71.5
"Cabarrus Brewing Company","Micro","329 McGill Ave NW","Concord, NC 28027-6149","(704) 490-4487","www.cabarrusbrewing.com","2018-09-12","Concord","NC","North Carolina",6835727,71.7
"Cabin Boys Brewery","Micro","1717 E. 7th Steeet","Tulsa, OK 74104","(918) 933-4033","www.cabinboysbrewery.com","2018-09-12","Tulsa","OK","Oklahoma",2653673,70.7
"Cabinet Mountain Brewing Co","Brewpub","206 Mineral Ave","Libby, MT 59923-1952","(406) 293-2739","www.cabinetmountainbrewing.com","2018-09-12","Libby","MT","Montana",724590,73.2
"Caboose Brewing Co.","Brewpub","520 Mill St NE","Vienna, VA 22180-4526","(703) 473-4870","caboosebrewing.com","2018-09-12","Vienna","VA","Virginia",5799894,72.5
"Cactus Land Brewing Company","Micro","368 County Road 325","Adkins, TX 78101-2812","(210) 414-2776","www.cactuslandbrewing.com","2018-09-12","Adkins","TX","Texas",17154807,68.2
"Cadillac Straits Brewing Company","Planning","",NA,"(248) 224-0550","NA","2018-09-12",NA,NA,NA,NA,NA
"Cafe Karibo","Brewpub","27 N 3rd St","Fernandina Beach, FL 32034-4111","(904) 277-5269","www.cafekaribo.com","2018-09-12","Fernandina Beach","FL","Florida",14030290,74.6
"Cage Brewing","Micro","2001 1st Ave S","Saint Petersburg, FL 33712-1201","(727) 201-4278","NA","2018-09-12","Saint Petersburg","FL","Florida",14030290,74.6
"Cahaba Brewing Co","Micro","4500 5th Ave S Ste C","Birmingham, AL 35222-2911","(205) 966-9444","www.cahababrewing.com","2018-09-12","Birmingham","AL","Alabama",3431106,71.8
"Cairn Brewing","Micro","7204 NE 175th St","Kenmore, WA 98028-3561","(425) 949-5295","www.cairnbrewing.com","2018-09-12","Kenmore","WA","Washington",4860559,72.3
"Cajun Brewing","Micro","206 Rayburn St","Lafayette, LA 70506-4130","(337) 806-9196","www.cajunbrewing.com","2018-09-12","Lafayette","LA","Louisiana",3210884,70.8
"Cajunboyz Brewery, LLC","Micro","114 Power Blvd Ste 3","Reserve, LA 70084-6906","(504) 208-1776","www.cajunboyzbrewery.org","2018-09-12","Reserve","LA","Louisiana",3210884,70.8
"Calapooia Brewing Co / Siletz Ales","Micro","140 NE Hill St","Albany, OR 97321-3002","(541) 928-1931","www.calapooiabrewing.com","2018-09-12","Albany","OR","Oregon",2806429,73.3
"Caldera Brewing Co","Micro","590 Clover Ln","Ashland, OR 97520-3709","(541) 482-4677","www.calderabrewing.com","2018-09-12","Ashland","OR","Oregon",2806429,73.3
"Caledonia Brewing","Micro","587 Main St","Dunedin, FL 34698-4998","727-351-5105","www.caledoniabrewing.com","2018-09-12","Dunedin","FL","Florida",14030290,74.6
"Calfkiller Brewing Co","Micro","1839 Blue Springs Rd","Sparta, TN 38583-2714","(931) 739-2337","www.calfkillerbeer.com","2018-09-12","Sparta","TN","Tennessee",4580604,72.2
"Calibration Brewery","Brewpub","119 Armour Rd","Kansas City, MO 64116-3502","(816) 994-8277","www.calibrationbrewery.com","2018-09-12","Kansas City","MO","Missouri",4300988,71.8
"Calicraft Brewing Co","Micro","2700 Mitchell Dr Bldg 2","Walnut Creek, CA 94598-1602","NA","NA","2018-09-12","Walnut Creek","CA","California",26228272,70.4
"California Cider Co.","Planning","","Sebastopol, CA 95472","(707) 829-1101","www.acecider.com","2018-09-12","Sebastopol","CA","California",26228272,70.4
"California Wild Ales","Micro","4204 Sorrento Valley Blvd","San Diego, CA 92121-1446","NA","NA","2018-09-12","San Diego","CA","California",26228272,70.4
"Call To Arms Brewing Company","Micro","4526 Tennyson St","Denver, CO 80212-2527","NA","www.facebook.com/calltoarmsbrewing","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Callahan West Brewery","Micro","20 Main St","Mosquero, NM 87733","NA","NA","2018-09-12","Mosquero","NM","New Mexico",1449403,70.4
"Callsign Brewing","Micro","1447 Gentry St","Kansas City, MO 64116","NA","www.callsignbrewing.com","2018-09-12","Kansas City","MO","Missouri",4300988,71.8
"Calusa Brewing Company","Micro","5701 Derek Ave","Sarasota, FL 34233-2413","(941) 922-8150","www.calusabrewing.com","2018-09-12","Sarasota","FL","Florida",14030290,74.6
"Calvert Brewing Co","Micro","15850 Commerce Ct","Upper Marlboro, MD 20774-7437","(240) 245-4609","calvertbrewingcompany.com","2018-09-12","Upper Marlboro","MD","Maryland",4175913,72.3
"Calvert Brewing Co","Micro","150 Adelina Rd","Prince Frederick, MD 20678-3709","(410) 414-8486","www.calvertbrewingcompany.com","2018-09-12","Prince Frederick","MD","Maryland",4175913,72.3
"Camber Brewing Company","Planning","",NA,"(720) 646-5300","www.camberbrewing.com","2018-09-12",NA,NA,NA,NA,NA
"Cambridge Brewing Co","Brewpub","1 Kendall Sq Ste B1102","Cambridge, MA 02139-1592","(617) 494-1994","www.cambridgebrewingcompany.com","2018-09-12","Cambridge","MA","Massachusetts",4825238,73.7
"Cambridge House Brew Pub - Granby","Brewpub","357 Salmon Brook St","Granby, CT 06035-0438","(860) 653-2739","www.cbh.beer","2018-09-12","Granby","CT","Connecticut",2610182,73
"Camelback Brewing Company","Brewpub","804 Spring Lane","Sanford, NC 27330","NA","www.camelbackbrewingco.com","2018-09-12","Sanford","NC","North Carolina",6835727,71.7
"Camino Brewing Co LLC","Micro","718 S 1st St","San Jose, CA 95113","NA","www.caminobrewing.com","2018-09-12","San Jose","CA","California",26228272,70.4
"Camp Colvos Brewing","Micro","19429 Vashon Hwy SW","Vashon, WA 98070-6052","(206) 947-3527","www.campcolvos.com","2018-09-12","Vashon","WA","Washington",4860559,72.3
"Campbell Brewing Co","Micro","200 E Campbell Ave","Campbell, CA 95008-2010","(408) 866-2699","NA","2018-09-12","Campbell","CA","California",26228272,70.4
"Can Of Worms Brewing","Planning","","Glendale, CA 91214-1713","(818) 797-5520","www.canofwormsbrewing.com","2018-09-12","Glendale","CA","California",26228272,70.4
"Canadian River Brewing Co.","Planning","","Chickasha, OK 73018","(620) 704-5678","https://www.canadianriverbrewingco.com/","2018-09-12","Chickasha","OK","Oklahoma",2653673,70.7
"Canal Park Brewery","Brewpub","300 Canal Park Dr","Duluth, MN 55802-2316","(218) 464-4790","www.canalparkbrewery.com","2018-09-12","Duluth","MN","Minnesota",3799982,71.6
"Candia Road Brewing / Nepenthe Ale House","Micro","840 Candia Rd","Manchester, NH 03109-5201","(603) 935-8123","www.candiaroad.com","2018-09-12","Manchester","NH","New Hampshire",972077,73.8
"Candlewood Brewing Co.","Planning","",NA,"NA","www.candlewoodbrewing.com","2018-09-12",NA,NA,NA,NA,NA
"Cane River Brewing Co., L.L.C","Planning","","Natchitoches, LA 71457","(318) 471-9115","www.caneriverbrewing.com","2018-09-12","Natchitoches","LA","Louisiana",3210884,70.8
"Canned Heat Craft Beer Company","Micro","52 Ferry St Unit 1","Fall River, MA 02721","(843) 906-1522","NA","2018-09-12","Fall River","MA","Massachusetts",4825238,73.7
"Cannon Ball Brewing Company","Brewpub","1702 Bellefontaine St","Indianapolis, IN 46202-1813","(317) 426-5978","www.cannonballbrewingindy.com","2018-09-12","Indianapolis","IN","Indiana",4578226,70.6
"Cannon Brewpub","Brewpub","1041 Broadway","Columbus, GA 31901-5256","(706) 653-2337","NA","2018-09-12","Columbus","GA","Georgia",6762553,69.8
"Cannonball Creek Brewing Co","Micro","393 Washington Ave Unit A","Golden, CO 80403-1889","(303) 278-0111","www.cannonballcreekbrewing.com","2018-09-12","Golden","CO","Colorado",3595067,71.5
"Canon & Draw Brewing Company","Micro","1527 W Main St","Richmond, VA 23220","NA","www.canonanddraw.beer","2018-09-12","Richmond","VA","Virginia",5799894,72.5
"Canteen Brewhouse","Brewpub","2381 Aztec Rd NE","Albuquerque, NM 87107-4207","(505) 830-4629","www.canteenbrewhouse.com","2018-09-12","Albuquerque","NM","New Mexico",1449403,70.4
"Canterbury Aleworks","Micro","305 Baptist Hill Rd","Canterbury, NH 03224-2509","(603) 491-4539","www.canterburyaleworks.com","2018-09-12","Canterbury","NH","New Hampshire",972077,73.8
"Canton Brew Works, LLC","Micro","8521 N Lilley Rd","Canton, MI 48187-2091","(734) 927-7081","www.cantonbrewworks.com","2018-09-12","Canton","MI","Michigan",7085405,71.7
"Canton Brewing Company","Brewpub","120 3rd St NW","Canton, OH 44702","NA","www.drinkcantonbeer.com","2018-09-12","Canton","OH","Ohio",8305392,72
"Canyon Club Brewery","Planning","","Moraga, CA 94556","(808) 799-2005","www.canyonclub.works","2018-09-12","Moraga","CA","California",26228272,70.4
"Canyon Creek Brewing","Micro","3060 Gabel Rd","Billings, MT 59102-7336","(406) 656-2528","www.canyoncreekbrewing.com","2018-09-12","Billings","MT","Montana",724590,73.2
"Canyon Lake Brewing Company","Planning","",", NE","NA","NA","2018-09-12","","NE","Nebraska",1286989,70.5
"Canyon Lakes Golf Course & Brewery","Brewpub","640 Bollinger Canyon Way","San Ramon, CA 94582-4971","NA","www.canyonlakesgolfbrew.com","2018-09-12","San Ramon","CA","California",26228272,70.4
"Cape Ann Brewing Co","Brewpub","11 Rogers St","Gloucester, MA 01930-5014","(978) 282-7399","NA","2018-09-12","Gloucester","MA","Massachusetts",4825238,73.7
"Cape Ann Lanes","Planning","","Gloucester, MA 01930-2256","(978) 879-9714","NA","2018-09-12","Gloucester","MA","Massachusetts",4825238,73.7
"Cape Charles Brewing Company","Brewpub","2198 Stone Rd","Cape Charles, VA 23310-2706","(757) 449-4839","www.capecharlesbrewing.com","2018-09-12","Cape Charles","VA","Virginia",5799894,72.5
"Cape Cod Beer","Micro","1336 Phinneys Ln Ste 2-2","Hyannis, MA 02601-1875","(508) 790-4200","www.capecodbeer.com","2018-09-12","Hyannis","MA","Massachusetts",4825238,73.7
"Cape May Brewing Company","Micro","409 Breakwater Rd","Cape May, NJ 08204-4537","(609) 849-9933","www.capemaybrewery.com","2018-09-12","Cape May","NJ","New Jersey",6391930,72.7
"Cape May Brewing Company - Rio Grande","Micro","409 Breakwater Road","Cape May, NJ 08204","(609) 849-9933","www.capemaybrewery.com","2018-09-12","Cape May","NJ","New Jersey",6391930,72.7
"Cape Vincent Brewing Co","Micro","296 Broadway St","Cape Vincent, NY 13618","NA","www.capevincentbrewing.com","2018-09-12","Cape Vincent","NY","New York",14187508,73.2
"Capital Brewery Co Inc","Regional","7734 Terrace Ave","Middleton, WI 53562-3163","(608) 836-7100","www.capitalbrewery.com","2018-09-12","Middleton","WI","Wisconsin",4104027,72.2
"Capitol City Brewing Co","Contract","2 Massachusetts Ave NE","Washington, DC 20002-4945","(202) 842-2337","www.capcitybrew.com","2018-09-12","Washington","DC","District of Columbia",465487,77.4
"Capitol Creek Brewery","Brewpub","371 Market St","Basalt, CO 81621-7409","(870) 404-3657","www.capitolcreekbrewery.com","2018-09-12","Basalt","CO","Colorado",3595067,71.5
"Capstan Bar Brewing Company","Micro","2036 Exploration Way","Hampton, VA 23666-6260","(757) 788-7276","www.capstanbarbrewing.com","2018-09-12","Hampton","VA","Virginia",5799894,72.5
"Captain Fatty's","Micro","6483 Calle Real Ste D","Goleta, CA 93117-1541","NA","www.captainfattys.com","2018-09-12","Goleta","CA","California",26228272,70.4
"Captain Lawrence Brewing Co","Regional","444 Saw Mill River Rd Ste 100","Elmsford, NY 10523-1031","914-741-2337","www.captainlawrencebrewing.com","2018-09-12","Elmsford","NY","New York",14187508,73.2
"Captains Brewing Company","Micro","","Ridgefield, WA 98642","(360) 921-8275","NA","2018-09-12","Ridgefield","WA","Washington",4860559,72.3
"Caracara Brewing Company","Micro","100 E Market St","Lockhart, TX 78644-2747","NA","www.caracarabrewingcompany.com","2018-09-12","Lockhart","TX","Texas",17154807,68.2
"Carbon Brewing Company","Planning","","Brazil, IN 47834-7046","NA","www.carbonbrewing.com","2018-09-12","Brazil","IN","Indiana",4578226,70.6
"Carbondale Beer Works","Brewpub","647 Main St","Carbondale, CO 81623-1934","NA","www.carbondalebeerworks.com","2018-09-12","Carbondale","CO","Colorado",3595067,71.5
"Cardinal Craft Brewing Academy/ Skagit Valley College","Micro","15579 Peterson Rd","Burlington, WA 98233-3625","(360) 416-2537","www.skagit.edu","2018-09-12","Burlington","WA","Washington",4860559,72.3
"Carey's Brew House","Brewpub","58 Bridge St","Corning, NY 14830-2239","(607) 377-5651","www.careysbrewhouse.com","2018-09-12","Corning","NY","New York",14187508,73.2
"Carillon Brewing Company","Brewpub","1000 Carillon Blvd","Dayton, OH 45409-2023","(937) 293-2841","www.carillonbrewingco.org","2018-09-12","Dayton","OH","Ohio",8305392,72
"Carlyle Brewing Co","Brewpub","215 E State St","Rockford, IL 61104-1010","(815) 963-2739","www.carlylebrewing.com","2018-09-12","Rockford","IL","Illinois",9154497,71.3
"Carmel Valley Brewing Company","Micro","","Carmel Valley, CA","(831) 659-4341","www.carmelvalleybrewing.com","2018-09-12","Carmel Valley","CA","California",26228272,70.4
"Carmody Irish Pub & Brewing","Brewpub","308 E Superior St","Duluth, MN 55802-2120","(218) 740-4747","www.carmodyirishpub.com","2018-09-12","Duluth","MN","Minnesota",3799982,71.6
"Carolina Bauernhaus Ales","Brewpub","115 Federal St","Anderson, SC 29625-4364","(864) 401-8167","carolinabauernhaus.com","2018-09-12","Anderson","SC","South Carolina",3327093,71.9
"Carolina Brewery - Chapel Hill","Brewpub","460 W Franklin St","Chapel Hill, NC 27516","(919) 942-1800","www.carolinabrewery.com","2018-09-12","Chapel Hill","NC","North Carolina",6835727,71.7
"Carolina Brewery - Pittsboro","Micro","120 Lowes Dr Ste 100","Pittsboro, NC 27312-8872","(919) 545-2337","www.carolinabrewery.com","2018-09-12","Pittsboro","NC","North Carolina",6835727,71.7
"Carolina Brewing Co","Micro","140 Thomas Mill Rd","Holly Springs, NC 27540-9372","(919) 557-2337","www.carolinabrew.com","2018-09-12","Holly Springs","NC","North Carolina",6835727,71.7
"Carroll Brewing Co.","Micro","226 E 5th St","Carroll, IA 51401-2743","(515) 709-0030","www.carrollbrewing.com","2018-09-12","Carroll","IA","Iowa",2178618,71.5
